Product_ID,Category,Store_Name,Customer_Name,Sales_Volume,Stock_Level,Demand_Forecast,Sentiment_Score,Seasonal,Last_Restock_Date,Manufacturer_ID,Product_Suggestion,Predictive_Alert,User_Bought_Products,Latitude,Longitude
Jeans,Home Essentials,Store_O,Customer_82,201,126,255,-0.82,No,06-09-2024,Manufacturer_14,Pet_Shampoo,False,"['Mobile_Phone', 'Jeans', 'Olive_Oil', 'Scarf']",44.9778,-93.265
Fridge,Electronics,Store_T,Customer_84,307,7,269,0.88,Yes,17-10-2024,Manufacturer_14,Organic_Banana,False,"['Womens_Dress', 'Gaming_Console']",47.6062,-122.3321
Olive_Oil,Pet Supplies,Store_G,Customer_45,54,176,41,-0.28,No,23-10-2024,Manufacturer_20,Conditioner,True,"['Wrist_Watch', 'Power_Bank', 'Face_Wash', 'Laptop']",47.6062,-122.3321
Womens_Dress,Groceries,Store_I,Customer_42,57,76,278,0.15,No,06-09-2024,Manufacturer_9,Eggs,False,['Gaming_Console'],37.7749,-122.4194
Vacuum_Cleaner,Pet Supplies,Store_H,Customer_20,388,153,299,-0.15,No,17-09-2024,Manufacturer_18,Vitamins,False,"['Jeans', 'Toothpaste']",32.7157,-117.1611
Body_Lotion,Personal Care,Store_O,Customer_2,385,88,131,-0.56,No,09-09-2024,Manufacturer_11,Pet_Carrier,True,"['Chicken_Breast', 'Sunglasses', 'USB_C_Charger', 'Perfume']",44.9778,-93.265
Chicken_Breast,Personal Care,Store_A,Customer_20,206,32,261,-0.83,Yes,21-10-2024,Manufacturer_18,Pasta,True,"['Conditioner', 'Sunscreen', 'Power_Bank', 'Perfume']",40.7128,-74.006
Whole_Wheat_Bread,Personal Care,Store_B,Customer_25,144,174,130,-0.93,Yes,02-09-2024,Manufacturer_12,Pasta,True,"['Grooming_Kit', 'Mens_T_Shirt']",34.0522,-118.2437
Health_Bar,Home Essentials,Store_Q,Customer_70,337,56,287,0.04,No,02-09-2024,Manufacturer_10,Blood_Pressure_Monitor,True,['Kitchen_Blender'],39.9526,-75.1652
Rice,Home Essentials,Store_Q,Customer_17,73,193,68,0.69,Yes,24-09-2024,Manufacturer_16,Pet_Carrier,False,"['Leash', 'Dining_Set']",39.9526,-75.1652
Olive_Oil,Home Essentials,Store_I,Customer_86,189,103,164,0.06,No,15-10-2024,Manufacturer_7,Microwave_Oven,False,"['Womens_Dress', 'Fresh_Milk', 'Womens_Dress', 'Fitness_Tracker', 'Sports_Bottle']",37.7749,-122.4194
Vacuum_Cleaner,Personal Care,Store_J,Customer_91,81,170,213,0.19,Yes,15-09-2024,Manufacturer_13,Salt,False,"['Washing_Machine', 'Handbag', 'Olive_Oil', 'Toothpaste']",30.2672,-97.7431
Smart_Watch,Personal Care,Store_H,Customer_89,362,23,225,-0.67,Yes,08-10-2024,Manufacturer_12,Power_Bank,False,"['Pet_Bed', 'Cat_Food']",32.7157,-117.1611
Rice,Home Essentials,Store_L,Customer_6,78,102,151,0.52,Yes,21-10-2024,Manufacturer_9,Perfume,True,"['Protein_Shake', 'Pet_Collar', 'Grooming_Kit', 'Mens_T_Shirt']",25.7617,-80.1918
Mobile_Phone,Pet Supplies,Store_M,Customer_32,338,105,207,-0.97,No,05-10-2024,Manufacturer_5,Eggs,False,"['Pain_Relief_Tablets', 'Soap']",36.1699,-115.1398
Grooming_Kit,Home Essentials,Store_Q,Customer_50,332,62,63,-0.02,Yes,24-10-2024,Manufacturer_3,Pet_Toys,False,"['Handbag', 'Dog_Food']",39.9526,-75.1652
Olive_Oil,Groceries,Store_D,Customer_94,474,59,133,-0.4,Yes,13-10-2024,Manufacturer_14,Mens_T_Shirt,False,"['Mobile_Phone', 'Womens_Sandals', 'Laptop', 'Fresh_Milk']",29.7604,-95.3698
Perfume,Pet Supplies,Store_E,Customer_61,386,17,194,0.08,Yes,21-10-2024,Manufacturer_5,Mens_T_Shirt,False,"['LED_TV', 'Pet_Toys']",33.4484,-112.074
Body_Lotion,Groceries,Store_O,Customer_60,109,78,68,0.5,No,24-09-2024,Manufacturer_6,Smart_Watch,False,"['Health_Bar', 'Wireless_Headphones', 'Pasta', 'Power_Bank', 'Fridge']",44.9778,-93.265
Laptop,Groceries,Store_H,Customer_73,63,125,153,-0.51,No,09-10-2024,Manufacturer_1,Vitamins,True,"['Pet_Toys', 'Health_Bar']",32.7157,-117.1611
Pet_Shampoo,Home Essentials,Store_S,Customer_45,107,155,199,-0.69,No,21-10-2024,Manufacturer_5,Whole_Wheat_Bread,False,['Pasta'],32.7767,-96.797
Body_Lotion,Groceries,Store_R,Customer_81,152,43,285,-0.6,Yes,12-10-2024,Manufacturer_9,Vacuum_Cleaner,False,"['LED_TV', 'Face_Cream', 'Perfume', 'Treats']",45.5122,-122.6587
Handbag,Personal Care,Store_F,Customer_37,443,128,188,0.67,Yes,06-10-2024,Manufacturer_19,Digital_Camera,False,"['Bedding_Set', 'Gaming_Console', 'Mobile_Phone']",39.7392,-104.9903
Vitamins,Health,Store_N,Customer_94,332,190,294,0.8,Yes,26-09-2024,Manufacturer_15,Pet_Collar,True,"['Womens_Dress', 'Womens_Dress']",38.9072,-77.0369
Fresh_Milk,Pet Supplies,Store_R,Customer_29,258,111,142,-0.22,No,21-09-2024,Manufacturer_1,Eggs,False,"['Dining_Set', 'Kitchen_Blender', 'Pet_Shampoo', 'Perfume']",45.5122,-122.6587
Face_Cream,Groceries,Store_R,Customer_41,458,143,223,0.84,Yes,18-10-2024,Manufacturer_8,Smart_Watch,False,"['Sunglasses', 'Pet_Carrier']",45.5122,-122.6587
Blood_Pressure_Monitor,Electronics,Store_N,Customer_31,303,66,142,-0.55,No,25-09-2024,Manufacturer_17,Yoga_Mat,True,"['Organic_Banana', 'Treats']",38.9072,-77.0369
Jeans,Pet Supplies,Store_F,Customer_29,18,138,298,0.37,Yes,04-10-2024,Manufacturer_16,Grooming_Kit,False,['Pet_Collar'],39.7392,-104.9903
Handbag,Pet Supplies,Store_S,Customer_89,264,29,80,0.36,Yes,24-09-2024,Manufacturer_6,Pet_Collar,True,"['Sneakers', 'Dog_Food', 'Bedding_Set', 'Microwave_Oven']",32.7767,-96.797
Scarf,Home Essentials,Store_A,Customer_16,396,47,232,0.04,No,14-09-2024,Manufacturer_5,Shampoo,True,['Face_Cream'],40.7128,-74.006
Air_Purifier,Pet Supplies,Store_R,Customer_16,19,105,57,0.84,No,03-09-2024,Manufacturer_6,Deodorant,True,"['Microwave_Oven', 'Shampoo']",45.5122,-122.6587
Smart_Watch,Personal Care,Store_K,Customer_65,265,114,266,-0.14,Yes,30-09-2024,Manufacturer_18,Face_Wash,False,"['Handbag', 'Vacuum_Cleaner']",42.3601,-71.0589
Washing_Machine,Fashion,Store_E,Customer_31,110,52,190,0.63,No,23-09-2024,Manufacturer_11,Wrist_Watch,True,"['Salt', 'Face_Wash', 'Chicken_Breast']",33.4484,-112.074
Wrist_Watch,Health,Store_H,Customer_68,190,155,23,0.57,No,18-09-2024,Manufacturer_2,Laptop,True,"['Face_Cream', 'Bedding_Set', 'Pet_Shampoo']",32.7157,-117.1611
Blood_Pressure_Monitor,Fashion,Store_C,Customer_70,459,54,64,-0.27,Yes,19-10-2024,Manufacturer_6,Organic_Banana,True,"['Health_Bar', 'Womens_Sandals']",41.8781,-87.6298
Pet_Bed,Health,Store_S,Customer_2,388,35,32,0.59,No,10-09-2024,Manufacturer_11,Weight_Scale,False,"['Soap', 'Bedding_Set', 'Eggs', 'Fresh_Milk']",32.7767,-96.797
Digital_Camera,Pet Supplies,Store_E,Customer_35,277,174,100,0.83,No,20-09-2024,Manufacturer_18,Dog_Food,False,"['Pet_Collar', 'Health_Bar', 'Deodorant', 'Sunscreen', 'Cat_Food']",33.4484,-112.074
Laptop,Fashion,Store_H,Customer_65,134,11,162,0.35,No,18-09-2024,Manufacturer_2,Blood_Pressure_Monitor,False,"['Vitamins', 'Pet_Shampoo', 'Washing_Machine']",32.7157,-117.1611
Health_Bar,Home Essentials,Store_O,Customer_99,453,31,107,0.56,No,22-09-2024,Manufacturer_18,Conditioner,False,"['Wrist_Watch', 'Leash']",44.9778,-93.265
Salt,Home Essentials,Store_N,Customer_81,435,71,279,-0.53,No,15-09-2024,Manufacturer_3,Sneakers,False,"['Scarf', 'Bluetooth_Speaker', 'Gaming_Console']",38.9072,-77.0369
Fitness_Tracker,Home Essentials,Store_N,Customer_63,174,87,93,0.22,Yes,29-09-2024,Manufacturer_12,Dining_Set,True,"['Air_Purifier', 'Whole_Wheat_Bread']",38.9072,-77.0369
Bedding_Set,Groceries,Store_P,Customer_54,295,103,132,-0.24,No,12-09-2024,Manufacturer_8,Sneakers,True,"['Digital_Camera', 'First_Aid_Kit', 'Sunscreen']",35.2271,-80.8431
Wrist_Watch,Health,Store_R,Customer_96,166,96,92,-0.65,No,18-10-2024,Manufacturer_10,Womens_Dress,True,['Perfume'],45.5122,-122.6587
Wireless_Headphones,Electronics,Store_T,Customer_4,347,109,144,-0.5,No,26-09-2024,Manufacturer_9,Gaming_Console,True,"['Power_Bank', 'Toothpaste', 'Cat_Food', 'Leash']",47.6062,-122.3321
Chicken_Breast,Groceries,Store_O,Customer_91,32,136,124,-0.82,No,27-09-2024,Manufacturer_20,Sunglasses,True,['Weight_Scale'],44.9778,-93.265
Face_Cream,Pet Supplies,Store_H,Customer_20,45,39,14,-0.63,Yes,04-10-2024,Manufacturer_11,Chicken_Breast,True,['Olive_Oil'],32.7157,-117.1611
USB_C_Charger,Home Essentials,Store_P,Customer_31,497,170,200,-0.83,Yes,08-09-2024,Manufacturer_20,Shampoo,False,['Gaming_Console'],35.2271,-80.8431
Wireless_Headphones,Groceries,Store_H,Customer_99,348,51,59,-0.09,Yes,09-09-2024,Manufacturer_6,Organic_Banana,True,"['Deodorant', 'Air_Purifier', 'Weight_Scale', 'Health_Bar']",32.7157,-117.1611
Organic_Banana,Home Essentials,Store_M,Customer_15,153,88,253,-0.16,Yes,11-10-2024,Manufacturer_7,Bedding_Set,True,['Pet_Bed'],36.1699,-115.1398
Iron,Pet Supplies,Store_D,Customer_98,259,113,204,-0.17,Yes,25-09-2024,Manufacturer_16,Power_Bank,True,"['Womens_Dress', 'Sugar', 'Pet_Collar', 'Body_Lotion', 'Womens_Dress']",29.7604,-95.3698
Sports_Bottle,Health,Store_P,Customer_36,292,178,137,0.32,No,03-09-2024,Manufacturer_1,Air_Purifier,False,['Perfume'],35.2271,-80.8431
Laptop,Home Essentials,Store_T,Customer_53,63,89,43,0.83,Yes,21-09-2024,Manufacturer_20,Dining_Set,True,"['Scarf', 'Womens_Dress', 'Pet_Shampoo', 'Leash']",47.6062,-122.3321
Mens_T_Shirt,Pet Supplies,Store_K,Customer_14,491,147,115,-0.93,No,14-09-2024,Manufacturer_2,First_Aid_Kit,False,"['Pet_Carrier', 'Bedding_Set']",42.3601,-71.0589
Sugar,Groceries,Store_R,Customer_5,123,127,26,0.87,No,11-10-2024,Manufacturer_2,LED_TV,True,"['Scarf', 'Pet_Collar']",45.5122,-122.6587
Vacuum_Cleaner,Personal Care,Store_K,Customer_100,103,15,164,-0.78,No,04-10-2024,Manufacturer_1,Deodorant,False,"['Mobile_Phone', 'Pasta', 'Soap', 'Washing_Machine', 'Sneakers']",42.3601,-71.0589
Body_Lotion,Fashion,Store_C,Customer_47,455,166,167,-0.46,Yes,29-09-2024,Manufacturer_10,Pet_Carrier,False,['Deodorant'],41.8781,-87.6298
Digital_Camera,Personal Care,Store_C,Customer_87,234,106,72,0.06,Yes,14-10-2024,Manufacturer_15,Scarf,True,"['Washing_Machine', 'Bluetooth_Speaker', 'Pasta', 'Salt']",41.8781,-87.6298
Soap,Home Essentials,Store_H,Customer_20,351,29,77,-0.3,Yes,30-09-2024,Manufacturer_2,Gaming_Console,False,"['Pet_Bed', 'Vacuum_Cleaner', 'Treats']",32.7157,-117.1611
Health_Bar,Personal Care,Store_C,Customer_76,419,98,67,-0.08,Yes,23-09-2024,Manufacturer_10,Pet_Shampoo,False,"['Gaming_Console', 'Gaming_Console', 'Protein_Shake', 'Bedding_Set']",41.8781,-87.6298
Pet_Toys,Health,Store_D,Customer_6,79,71,88,0.57,Yes,08-10-2024,Manufacturer_3,Health_Bar,False,"['Sneakers', 'Dog_Food', 'Cookware_Set', 'Pet_Shampoo', 'Gaming_Console']",29.7604,-95.3698
Washing_Machine,Pet Supplies,Store_L,Customer_58,262,12,85,0.69,Yes,17-10-2024,Manufacturer_4,Wireless_Headphones,True,"['Perfume', 'Pet_Toys', 'Gaming_Console', 'Laptop', 'Gaming_Console']",25.7617,-80.1918
Womens_Sandals,Personal Care,Store_Q,Customer_4,267,29,74,0.87,Yes,20-09-2024,Manufacturer_12,Cat_Food,True,['Smart_Watch'],39.9526,-75.1652
Blood_Pressure_Monitor,Pet Supplies,Store_H,Customer_45,436,116,92,-0.4,Yes,26-09-2024,Manufacturer_8,Leash,True,"['Pain_Relief_Tablets', 'Jeans', 'Smart_Watch']",32.7157,-117.1611
Womens_Sandals,Fashion,Store_L,Customer_11,77,181,98,0.59,No,15-09-2024,Manufacturer_10,Rice,True,"['Power_Bank', 'Face_Cream', 'LED_TV', 'Microwave_Oven']",25.7617,-80.1918
Conditioner,Pet Supplies,Store_E,Customer_37,35,164,43,0.82,Yes,04-10-2024,Manufacturer_3,Digital_Camera,True,"['Dining_Set', 'Face_Wash', 'Pet_Bed', 'Protein_Shake']",33.4484,-112.074
Sugar,Electronics,Store_N,Customer_59,127,48,271,0.52,No,10-09-2024,Manufacturer_8,Sunscreen,False,"['Microwave_Oven', 'USB_C_Charger']",38.9072,-77.0369
Fridge,Fashion,Store_L,Customer_62,480,26,206,-0.31,No,15-10-2024,Manufacturer_16,Bedding_Set,True,"['Pet_Collar', 'Sunglasses']",25.7617,-80.1918
Fresh_Milk,Health,Store_M,Customer_73,431,72,114,-0.34,Yes,30-08-2024,Manufacturer_13,Womens_Dress,False,"['Dog_Food', 'Handbag', 'Washing_Machine', 'Smart_Watch', 'Rice']",36.1699,-115.1398
Pasta,Fashion,Store_O,Customer_92,181,107,106,0.81,No,17-09-2024,Manufacturer_12,Protein_Shake,False,"['Pasta', 'Wrist_Watch']",44.9778,-93.265
Womens_Dress,Personal Care,Store_P,Customer_54,391,77,136,-0.41,No,11-10-2024,Manufacturer_1,Pet_Toys,True,"['Cookware_Set', 'Olive_Oil', 'Vitamins']",35.2271,-80.8431
Soap,Groceries,Store_M,Customer_63,416,101,235,-0.12,Yes,24-10-2024,Manufacturer_18,Scarf,True,"['Vacuum_Cleaner', 'Whole_Wheat_Bread', 'Cookware_Set']",36.1699,-115.1398
Pain_Relief_Tablets,Fashion,Store_E,Customer_51,132,186,224,0.78,No,09-09-2024,Manufacturer_15,Body_Lotion,False,"['Weight_Scale', 'Vitamins']",33.4484,-112.074
Womens_Sandals,Fashion,Store_P,Customer_91,490,141,222,-0.9,No,17-09-2024,Manufacturer_15,Wireless_Headphones,False,"['Whole_Wheat_Bread', 'Grooming_Kit']",35.2271,-80.8431
Conditioner,Pet Supplies,Store_K,Customer_77,379,187,151,0.56,Yes,03-10-2024,Manufacturer_5,Power_Bank,True,"['Organic_Banana', 'Soap', 'Air_Purifier']",42.3601,-71.0589
Air_Purifier,Groceries,Store_D,Customer_41,150,23,175,-0.36,No,11-10-2024,Manufacturer_11,Jacket,True,['Fridge'],29.7604,-95.3698
Wrist_Watch,Pet Supplies,Store_P,Customer_8,313,176,210,0.71,Yes,10-09-2024,Manufacturer_19,Fresh_Milk,False,"['Air_Purifier', 'Mens_T_Shirt', 'Rice', 'Face_Cream']",35.2271,-80.8431
Laptop,Groceries,Store_N,Customer_78,189,83,277,0.27,No,19-10-2024,Manufacturer_14,Soap,True,"['Sunscreen', 'Sunglasses']",38.9072,-77.0369
Deodorant,Personal Care,Store_C,Customer_94,333,22,213,-0.69,No,09-09-2024,Manufacturer_2,First_Aid_Kit,True,"['Perfume', 'Jeans']",41.8781,-87.6298
Leash,Pet Supplies,Store_C,Customer_96,458,137,100,-0.26,Yes,13-09-2024,Manufacturer_17,Smart_Watch,False,['Perfume'],41.8781,-87.6298
Sneakers,Groceries,Store_F,Customer_23,274,29,149,-0.32,No,19-09-2024,Manufacturer_3,Mens_T_Shirt,True,"['Laptop', 'Handbag', 'Toothpaste']",39.7392,-104.9903
Microwave_Oven,Pet Supplies,Store_D,Customer_55,49,5,214,0.33,No,09-10-2024,Manufacturer_6,Pet_Carrier,True,"['Wrist_Watch', 'Mobile_Phone', 'Pet_Toys']",29.7604,-95.3698
Sunscreen,Groceries,Store_G,Customer_18,179,23,198,-0.87,No,31-08-2024,Manufacturer_3,Chicken_Breast,True,"['Rice', 'Sunglasses', 'Perfume', 'Grooming_Kit']",47.6062,-122.3321
Jacket,Pet Supplies,Store_Q,Customer_3,51,129,50,-0.55,Yes,18-09-2024,Manufacturer_13,Cat_Food,True,"['Womens_Dress', 'Protein_Shake', 'Mens_T_Shirt']",39.9526,-75.1652
Olive_Oil,Health,Store_A,Customer_18,156,28,27,0.22,Yes,19-10-2024,Manufacturer_3,Handbag,False,['Washing_Machine'],40.7128,-74.006
Mens_T_Shirt,Health,Store_B,Customer_75,295,116,50,-0.47,Yes,07-10-2024,Manufacturer_1,Dining_Set,False,"['First_Aid_Kit', 'Mobile_Phone', 'Vacuum_Cleaner', 'LED_TV', 'Sunglasses']",34.0522,-118.2437
Dining_Set,Personal Care,Store_C,Customer_41,280,138,16,-0.87,No,04-10-2024,Manufacturer_20,Washing_Machine,False,"['Washing_Machine', 'Cat_Food']",41.8781,-87.6298
Handbag,Pet Supplies,Store_R,Customer_4,22,87,139,-0.02,Yes,22-10-2024,Manufacturer_10,Womens_Sandals,True,['Fresh_Milk'],45.5122,-122.6587
Cat_Food,Health,Store_S,Customer_26,18,143,108,-0.43,No,15-09-2024,Manufacturer_14,Chicken_Breast,False,"['Pet_Bed', 'Mobile_Phone', 'Pasta', 'Salt', 'Fridge']",32.7767,-96.797
Body_Lotion,Fashion,Store_J,Customer_13,291,108,237,0.53,Yes,11-10-2024,Manufacturer_3,Pet_Carrier,True,"['Rice', 'Protein_Shake', 'Mobile_Phone', 'Sugar']",30.2672,-97.7431
Wireless_Headphones,Home Essentials,Store_K,Customer_31,280,195,233,0.44,No,29-08-2024,Manufacturer_16,Dog_Food,False,"['Pain_Relief_Tablets', 'Pet_Bed', 'LED_TV', 'Pet_Collar']",42.3601,-71.0589
Olive_Oil,Personal Care,Store_A,Customer_1,311,186,97,-0.52,No,13-10-2024,Manufacturer_8,Pet_Toys,True,"['Cat_Food', 'Dog_Food']",40.7128,-74.006
Mobile_Phone,Home Essentials,Store_C,Customer_39,370,151,122,-0.39,No,26-08-2024,Manufacturer_4,Gaming_Console,False,"['Organic_Banana', 'Shampoo']",41.8781,-87.6298
Face_Cream,Home Essentials,Store_B,Customer_36,12,150,181,0.06,No,09-10-2024,Manufacturer_4,Rice,True,"['Mobile_Phone', 'Eggs', 'Handbag']",34.0522,-118.2437
Dog_Food,Fashion,Store_O,Customer_32,325,49,288,0.76,No,31-08-2024,Manufacturer_15,Pasta,True,"['Scarf', 'Rice', 'Yoga_Mat']",44.9778,-93.265
Fresh_Milk,Personal Care,Store_N,Customer_13,84,72,100,0.79,No,20-09-2024,Manufacturer_1,Face_Cream,True,['Fridge'],38.9072,-77.0369
Weight_Scale,Home Essentials,Store_G,Customer_95,212,132,65,-0.19,No,12-09-2024,Manufacturer_14,Treats,True,"['Iron', 'First_Aid_Kit', 'Eggs', 'Leash']",47.6062,-122.3321
Blood_Pressure_Monitor,Home Essentials,Store_J,Customer_13,245,97,11,-0.25,No,26-09-2024,Manufacturer_4,Dog_Food,False,"['Face_Cream', 'Leash', 'Pet_Toys']",30.2672,-97.7431
Sports_Bottle,Fashion,Store_Q,Customer_74,15,199,164,-0.41,No,10-09-2024,Manufacturer_8,Sports_Bottle,True,"['Dining_Set', 'Soap', 'Organic_Banana', 'Wrist_Watch', 'Dog_Food']",39.9526,-75.1652
Kitchen_Blender,Electronics,Store_I,Customer_36,194,167,91,0.67,Yes,21-09-2024,Manufacturer_11,Toothpaste,False,"['Grooming_Kit', 'Smart_Watch', 'Sunscreen', 'Digital_Camera']",37.7749,-122.4194
Pet_Shampoo,Fashion,Store_Q,Customer_79,136,69,172,0.57,No,04-09-2024,Manufacturer_6,Eggs,True,['Chicken_Breast'],39.9526,-75.1652
Health_Bar,Electronics,Store_I,Customer_12,352,180,131,0.36,No,10-09-2024,Manufacturer_3,Vacuum_Cleaner,True,"['Conditioner', 'Scarf', 'Protein_Shake']",37.7749,-122.4194
Conditioner,Personal Care,Store_N,Customer_67,422,152,282,-1.0,Yes,07-09-2024,Manufacturer_10,Body_Lotion,False,"['LED_TV', 'Pasta', 'LED_TV']",38.9072,-77.0369
Pet_Shampoo,Groceries,Store_R,Customer_18,145,106,66,-0.85,Yes,15-10-2024,Manufacturer_17,Sugar,False,"['Womens_Sandals', 'Whole_Wheat_Bread', 'Smart_Watch', 'Face_Wash', 'Womens_Sandals']",45.5122,-122.6587
Mens_T_Shirt,Groceries,Store_Q,Customer_53,312,113,170,-0.25,No,20-10-2024,Manufacturer_13,Weight_Scale,True,"['Protein_Shake', 'USB_C_Charger', 'Gaming_Console', 'Chicken_Breast', 'Mens_T_Shirt']",39.9526,-75.1652
Pasta,Home Essentials,Store_J,Customer_58,327,131,228,0.29,No,03-10-2024,Manufacturer_13,Jacket,True,"['Sunglasses', 'Body_Lotion']",30.2672,-97.7431
Sunglasses,Pet Supplies,Store_D,Customer_100,23,17,180,-0.96,Yes,07-09-2024,Manufacturer_10,Olive_Oil,True,"['Iron', 'Pasta']",29.7604,-95.3698
Toothpaste,Electronics,Store_D,Customer_18,141,142,30,-0.3,No,23-09-2024,Manufacturer_16,Protein_Shake,False,['Sports_Bottle'],29.7604,-95.3698
Jeans,Fashion,Store_O,Customer_84,155,74,158,-0.4,Yes,15-10-2024,Manufacturer_4,Toothpaste,True,['Pet_Bed'],44.9778,-93.265
Power_Bank,Personal Care,Store_J,Customer_31,52,96,102,-1.0,No,17-10-2024,Manufacturer_7,Pet_Toys,True,"['Pasta', 'Soap', 'Pet_Toys', 'Cookware_Set']",30.2672,-97.7431
First_Aid_Kit,Fashion,Store_P,Customer_76,228,184,210,0.92,No,16-09-2024,Manufacturer_6,Perfume,True,"['Olive_Oil', 'Pet_Bed', 'Blood_Pressure_Monitor', 'Vitamins']",35.2271,-80.8431
Jacket,Pet Supplies,Store_S,Customer_71,49,188,84,0.56,No,19-10-2024,Manufacturer_9,Cat_Food,True,['Smart_Watch'],32.7767,-96.797
Grooming_Kit,Electronics,Store_C,Customer_72,198,197,281,-0.06,Yes,01-09-2024,Manufacturer_2,Mobile_Phone,False,"['Gaming_Console', 'Wrist_Watch', 'Digital_Camera', 'Laptop', 'Jeans']",41.8781,-87.6298
Olive_Oil,Home Essentials,Store_N,Customer_35,28,143,135,-0.87,Yes,21-09-2024,Manufacturer_14,Pasta,False,"['Jacket', 'Deodorant', 'Pet_Bed', 'Pet_Shampoo', 'Mens_T_Shirt']",38.9072,-77.0369
Bedding_Set,Health,Store_D,Customer_17,17,78,195,-0.13,No,16-10-2024,Manufacturer_5,Chicken_Breast,True,['Mobile_Phone'],29.7604,-95.3698
Treats,Pet Supplies,Store_A,Customer_47,316,165,289,-0.82,Yes,20-10-2024,Manufacturer_13,USB_C_Charger,True,"['Deodorant', 'Conditioner', 'Cat_Food', 'Bluetooth_Speaker', 'Rice']",40.7128,-74.006
Shampoo,Fashion,Store_H,Customer_32,455,148,64,-0.84,No,06-09-2024,Manufacturer_17,USB_C_Charger,False,['Womens_Sandals'],32.7157,-117.1611
Shampoo,Electronics,Store_G,Customer_73,481,67,248,0.04,Yes,02-09-2024,Manufacturer_18,Sunscreen,True,['Pet_Bed'],47.6062,-122.3321
Sneakers,Pet Supplies,Store_C,Customer_60,280,20,259,0.52,No,06-10-2024,Manufacturer_19,Bedding_Set,True,"['Wrist_Watch', 'Jacket']",41.8781,-87.6298
Sunscreen,Health,Store_M,Customer_40,173,82,184,-0.56,Yes,03-09-2024,Manufacturer_17,Shampoo,True,['Fresh_Milk'],36.1699,-115.1398
Cookware_Set,Home Essentials,Store_F,Customer_68,183,98,190,-0.48,No,18-09-2024,Manufacturer_10,Womens_Sandals,False,"['Pain_Relief_Tablets', 'Air_Purifier', 'First_Aid_Kit']",39.7392,-104.9903
Fresh_Milk,Health,Store_Q,Customer_2,267,153,192,-0.2,Yes,07-10-2024,Manufacturer_5,Gaming_Console,True,"['Body_Lotion', 'Air_Purifier']",39.9526,-75.1652
Mens_T_Shirt,Electronics,Store_D,Customer_91,228,82,232,-0.55,Yes,31-08-2024,Manufacturer_2,Sneakers,True,"['Fresh_Milk', 'Jacket', 'Kitchen_Blender', 'First_Aid_Kit']",29.7604,-95.3698
Blood_Pressure_Monitor,Fashion,Store_K,Customer_75,76,191,267,0.5,No,12-10-2024,Manufacturer_19,Rice,True,"['Handbag', 'Pain_Relief_Tablets', 'USB_C_Charger']",42.3601,-71.0589
Scarf,Personal Care,Store_E,Customer_69,164,41,102,0.08,Yes,01-09-2024,Manufacturer_2,Eggs,True,"['Pain_Relief_Tablets', 'Mens_T_Shirt', 'Protein_Shake', 'Rice']",33.4484,-112.074
Weight_Scale,Fashion,Store_F,Customer_19,324,22,59,-0.47,No,13-10-2024,Manufacturer_9,Fridge,False,"['Iron', 'Treats']",39.7392,-104.9903
Dog_Food,Personal Care,Store_N,Customer_86,427,144,121,0.58,No,14-09-2024,Manufacturer_7,Cat_Food,False,"['Handbag', 'Treats', 'Bedding_Set', 'Pet_Bed']",38.9072,-77.0369
Bedding_Set,Home Essentials,Store_A,Customer_19,333,79,271,-0.26,No,27-08-2024,Manufacturer_9,Fridge,False,"['Treats', 'USB_C_Charger', 'Handbag']",40.7128,-74.006
Handbag,Home Essentials,Store_R,Customer_71,99,5,221,-0.08,No,19-10-2024,Manufacturer_6,Toothpaste,False,"['Iron', 'Chicken_Breast', 'USB_C_Charger']",45.5122,-122.6587
Mobile_Phone,Groceries,Store_T,Customer_11,140,100,48,0.38,Yes,07-10-2024,Manufacturer_9,Jeans,False,"['Jacket', 'Organic_Banana', 'LED_TV', 'Toothpaste', 'Conditioner']",47.6062,-122.3321
Leash,Personal Care,Store_N,Customer_69,492,63,270,-0.1,Yes,02-10-2024,Manufacturer_8,Deodorant,True,"['Iron', 'Face_Wash', 'Blood_Pressure_Monitor', 'Whole_Wheat_Bread', 'Yoga_Mat']",38.9072,-77.0369
Soap,Fashion,Store_F,Customer_47,308,136,149,0.22,Yes,07-09-2024,Manufacturer_5,Fitness_Tracker,False,"['Cookware_Set', 'First_Aid_Kit', 'Bedding_Set', 'Pet_Toys', 'Wrist_Watch']",39.7392,-104.9903
Face_Wash,Health,Store_H,Customer_29,47,156,272,-0.95,Yes,27-08-2024,Manufacturer_14,Pet_Toys,False,"['Scarf', 'Sneakers', 'Pet_Collar']",32.7157,-117.1611
USB_C_Charger,Pet Supplies,Store_M,Customer_39,204,162,107,0.63,No,19-10-2024,Manufacturer_12,Air_Purifier,True,"['Wireless_Headphones', 'Pet_Shampoo', 'Weight_Scale']",36.1699,-115.1398
Eggs,Groceries,Store_T,Customer_59,335,89,296,0.06,Yes,02-10-2024,Manufacturer_11,USB_C_Charger,False,"['Mens_T_Shirt', 'Jeans', 'Protein_Shake']",47.6062,-122.3321
First_Aid_Kit,Personal Care,Store_R,Customer_65,244,92,246,0.29,Yes,31-08-2024,Manufacturer_13,Wireless_Headphones,False,['First_Aid_Kit'],45.5122,-122.6587
